shipment_sk,shipped_date_sk,delivered_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,status,carrier,tracking_number
6454,295,298,1099,1,,2541,DELIVERED,Correo Argentino,TRK-Q939MCQZBS
6455,,,1175,1,,1058,CANCELLED,Correo Argentino,
6456,,,860,2,4,4,CANCELLED,PICKUP,
6457,311,312,132,2,3,3,DELIVERED,PICKUP,
6458,605,607,573,1,,2053,DELIVERED,Correo Argentino,TRK-L0IXS9HAKS
6459,58,59,199,2,4,4,DELIVERED,PICKUP,
6460,346,348,539,1,,1890,DELIVERED,Correo Argentino,TRK-908IRX2R8S
6461,552,555,196,1,,2316,DELIVERED,Correo Argentino,TRK-1EB08UMGNO
6462,145,148,267,1,,2179,DELIVERED,Correo Argentino,TRK-7OPBRWYZDK
6463,273,274,220,2,4,4,DELIVERED,PICKUP,
6464,71,75,604,1,,1925,DELIVERED,Correo Argentino,TRK-UZ6BZ3I9X3
6465,169,174,73,1,,1300,DELIVERED,Correo Argentino,TRK-NACV0UIGA5
6466,331,335,1331,1,,36,DELIVERED,Correo Argentino,TRK-4G1S1RBZED
6467,329,333,158,1,,2464,DELIVERED,Correo Argentino,TRK-7MZIQOBPUQ
6468,92,93,549,2,2,2,DELIVERED,PICKUP,
6469,74,79,1448,1,,950,DELIVERED,Correo Argentino,TRK-BKPOTOXJ5L
6470,,,795,2,1,1,CANCELLED,PICKUP,
6471,435,439,77,1,,2689,DELIVERED,Correo Argentino,TRK-YDMSM7T6DN
6472,573,578,1163,1,,1196,DELIVERED,Correo Argentino,TRK-S6ZC6AZECJ
6473,459,460,1121,2,1,1,DELIVERED,PICKUP,
6474,133,134,232,2,1,1,DELIVERED,PICKUP,
6475,190,196,329,1,,514,SHIPPED,Correo Argentino,TRK-7LTGSYIKP6
6476,44,51,1094,1,,2225,DELIVERED,Correo Argentino,TRK-G6PFSG7ZLU
6477,510,515,944,1,,2902,DELIVERED,Correo Argentino,TRK-HII122O0AQ
6478,350,354,1304,1,,2132,DELIVERED,Correo Argentino,TRK-W9V0PVYWST
6479,5,6,61,2,1,1,DELIVERED,PICKUP,
6480,449,450,560,2,3,3,DELIVERED,PICKUP,
6481,321,323,299,1,,241,DELIVERED,Correo Argentino,TRK-DYCJXH5P55
6482,557,561,812,1,,3202,SHIPPED,Correo Argentino,TRK-89I6Z7G83W
6483,62,67,169,1,,1113,DELIVERED,Correo Argentino,TRK-56HHGAGL49
6484,464,465,1136,2,1,1,DELIVERED,PICKUP,
6485,217,221,986,1,,2205,DELIVERED,Correo Argentino,TRK-MX700W8XAE
6486,608,609,1066,2,1,1,DELIVERED,PICKUP,
6487,524,525,1041,2,1,1,DELIVERED,PICKUP,
6488,255,256,152,2,2,2,DELIVERED,PICKUP,
6489,51,52,1402,2,3,3,SHIPPED,PICKUP,
6490,64,68,1032,1,,2927,DELIVERED,Correo Argentino,TRK-JNI3FCDNID
6491,183,187,508,1,,2715,DELIVERED,Correo Argentino,TRK-U3LTJ7RFTV
6492,455,457,32,1,,2189,DELIVERED,Correo Argentino,TRK-O783XZ1TY2
6493,574,578,1373,1,,2050,DELIVERED,Correo Argentino,TRK-DGGKRTLTNU
6494,343,344,1133,2,3,3,DELIVERED,PICKUP,
6495,202,207,1336,1,,1223,DELIVERED,Correo Argentino,TRK-YGR5CSIP4Z
6496,51,55,1061,1,,2552,DELIVERED,Correo Argentino,TRK-1CY6JOC50H
6497,,,1033,1,,1513,CANCELLED,Correo Argentino,
6498,607,608,993,2,2,2,DELIVERED,PICKUP,
6499,206,208,1034,1,,141,DELIVERED,Correo Argentino,TRK-H2B440ZR6L
6500,260,261,1468,2,1,1,DELIVERED,PICKUP,
6501,237,243,419,1,,1129,DELIVERED,Correo Argentino,TRK-W8ZUPMDIK9
6502,,,1348,1,,690,CANCELLED,Correo Argentino,
6503,312,313,39,2,4,4,SHIPPED,PICKUP,
6504,383,387,1006,1,,1347,DELIVERED,Correo Argentino,TRK-HO57FJVKET
6505,148,149,311,2,1,1,DELIVERED,PICKUP,
6506,79,86,373,1,,1591,DELIVERED,Correo Argentino,TRK-HNBL9TLNLG
6507,297,302,623,1,,2751,DELIVERED,Correo Argentino,TRK-U1CV8K80QO
6508,418,422,1313,1,,2168,DELIVERED,Correo Argentino,TRK-XM5JBUBYZ6
6509,563,564,283,2,2,2,DELIVERED,PICKUP,
6510,516,519,734,1,,3046,DELIVERED,Correo Argentino,TRK-F0505JQA20
6511,434,435,1182,2,2,2,DELIVERED,PICKUP,
6512,434,435,67,2,2,2,DELIVERED,PICKUP,
6513,29,34,919,1,,1034,DELIVERED,Correo Argentino,TRK-SG40E33UYK
6514,225,226,737,2,4,4,DELIVERED,PICKUP,
6515,539,540,1267,2,1,1,DELIVERED,PICKUP,
6516,424,427,1345,1,,385,SHIPPED,Correo Argentino,TRK-64KTDZJPBL
6517,94,97,1085,1,,1568,DELIVERED,Correo Argentino,TRK-B938GQDL8T
6518,556,558,126,1,,404,DELIVERED,Correo Argentino,TRK-VKSSX878BG
6519,237,241,20,1,,481,DELIVERED,Correo Argentino,TRK-5RXQ3G0VTA
6520,562,564,1183,1,,2633,SHIPPED,Correo Argentino,TRK-87KJY6I6QO
6521,139,142,1082,1,,480,DELIVERED,Correo Argentino,TRK-09Z6YEF9K5
6522,285,288,349,1,,45,DELIVERED,Correo Argentino,TRK-WXXG2T8TWH
6523,308,315,569,1,,741,DELIVERED,Correo Argentino,TRK-JM51M7E3SR
6524,626,630,10,1,,1698,READY,Correo Argentino,TRK-Y3ZG0X0JDR
6525,383,384,1194,2,4,4,DELIVERED,PICKUP,
6526,595,597,1350,1,,1693,DELIVERED,Correo Argentino,TRK-YOUE9LOLUP
6527,287,291,1490,1,,563,DELIVERED,Correo Argentino,TRK-4Y8MWFEGZY
6528,630,631,517,2,4,4,DELIVERED,PICKUP,
6529,263,266,907,1,,2558,DELIVERED,Correo Argentino,TRK-86GSWLAF0R
6530,260,264,115,1,,2282,DELIVERED,Correo Argentino,TRK-NKP98TIDS7
6531,344,347,415,1,,2776,DELIVERED,Correo Argentino,TRK-DNKYJRPC8W
6532,,,801,2,3,3,CANCELLED,PICKUP,
6533,28,35,847,1,,1548,DELIVERED,Correo Argentino,TRK-0CTT38H5LD
6534,36,40,622,1,,541,DELIVERED,Correo Argentino,TRK-69TJUZW2ST
6535,,,1288,2,2,2,CANCELLED,PICKUP,
6536,378,379,1045,2,2,2,DELIVERED,PICKUP,
6537,434,438,523,1,,1016,DELIVERED,Correo Argentino,TRK-SCZVRKWDCQ
6538,286,287,1419,2,3,3,SHIPPED,PICKUP,
6539,60,61,733,2,4,4,DELIVERED,PICKUP,
6540,377,379,339,1,,2626,DELIVERED,Correo Argentino,TRK-J2TXJ9WBXF
6541,240,241,1434,2,2,2,SHIPPED,PICKUP,
6542,,,853,2,2,2,CANCELLED,PICKUP,
6543,407,412,799,1,,503,SHIPPED,Correo Argentino,TRK-191HRA5WWY
6544,566,571,902,1,,2334,DELIVERED,Correo Argentino,TRK-U3QRWZXWYE
6545,183,185,1133,1,,300,DELIVERED,Correo Argentino,TRK-15ZOVAIL06
6546,385,388,1163,1,,2757,SHIPPED,Correo Argentino,TRK-C28AUS5IFO
6547,564,566,186,1,,1762,DELIVERED,Correo Argentino,TRK-OEN4963US1
6548,597,600,671,1,,1482,DELIVERED,Correo Argentino,TRK-8NTAFEGWFO
6549,590,592,1359,1,,218,DELIVERED,Correo Argentino,TRK-CZXOTYRMLG
6550,53,56,835,1,,2863,DELIVERED,Correo Argentino,TRK-7ZY36NFL22
6551,624,627,16,1,,1776,DELIVERED,Correo Argentino,TRK-IR68QXVVOR
6552,144,149,975,1,,1632,DELIVERED,Correo Argentino,TRK-DLK2KDXZMW
6553,414,415,597,2,4,4,SHIPPED,PICKUP,
6554,116,118,564,1,,2163,READY,Correo Argentino,TRK-XAYQW39OK5
6555,362,367,229,1,,464,DELIVERED,Correo Argentino,TRK-ZG72161GFR
6556,448,452,209,1,,2266,DELIVERED,Correo Argentino,TRK-U6WL2READW
6557,344,347,236,1,,2289,DELIVERED,Correo Argentino,TRK-6DW9TB5PLG
6558,20,21,942,2,4,4,DELIVERED,PICKUP,
6559,423,424,1106,2,4,4,DELIVERED,PICKUP,
6560,5,6,778,2,1,1,SHIPPED,PICKUP,
6561,358,361,787,1,,2385,DELIVERED,Correo Argentino,TRK-10EP0XSLZM
6562,528,534,355,1,,803,SHIPPED,Correo Argentino,TRK-FVI1K9HFL1
6563,627,631,1477,1,,2186,DELIVERED,Correo Argentino,TRK-GVB96875WG
6564,389,390,334,2,2,2,SHIPPED,PICKUP,
6565,,,10,1,,1210,CANCELLED,Correo Argentino,
6566,275,279,54,1,,1295,DELIVERED,Correo Argentino,TRK-RHMUUSQS2E
6567,,,361,1,,1392,CANCELLED,Correo Argentino,
6568,29,32,1392,1,,3193,DELIVERED,Correo Argentino,TRK-IUNPKSNQKW
6569,539,543,856,1,,408,SHIPPED,Correo Argentino,TRK-KUAFSI0W1G
6570,195,196,543,2,3,3,SHIPPED,PICKUP,
6571,286,290,1356,1,,2788,SHIPPED,Correo Argentino,TRK-ZOP7P77YLW
6572,114,115,656,2,3,3,SHIPPED,PICKUP,
6573,597,598,1096,2,2,2,DELIVERED,PICKUP,
6574,606,609,478,1,,2848,DELIVERED,Correo Argentino,TRK-YNWEC3PJQP
6575,,,328,1,,2333,CANCELLED,Correo Argentino,
6576,98,99,585,2,2,2,SHIPPED,PICKUP,
6577,43,45,65,1,,1047,DELIVERED,Correo Argentino,TRK-R3LC4Z8E1L
6578,436,443,1379,1,,3196,DELIVERED,Correo Argentino,TRK-SYL8SG8O59
6579,92,93,212,2,4,4,DELIVERED,PICKUP,
6580,112,115,705,1,,691,DELIVERED,Correo Argentino,TRK-Y5TJSA14E7
6581,603,605,1249,1,,1766,DELIVERED,Correo Argentino,TRK-BBNZH2LCPD
6582,328,329,702,2,4,4,DELIVERED,PICKUP,
6583,366,367,764,2,2,2,DELIVERED,PICKUP,
6584,451,452,1378,2,4,4,DELIVERED,PICKUP,
6585,494,497,204,1,,1291,DELIVERED,Correo Argentino,TRK-1IP2RGMUPE
6586,,,1383,1,,1008,CANCELLED,Correo Argentino,
6587,572,576,738,1,,2691,DELIVERED,Correo Argentino,TRK-AXX8HKKISS
6588,318,323,332,1,,2427,DELIVERED,Correo Argentino,TRK-PGU0W3WLNE
6589,391,396,1338,1,,2816,DELIVERED,Correo Argentino,TRK-HUQM0YPRLD
6590,165,166,727,2,2,2,DELIVERED,PICKUP,
6591,193,195,1491,1,,489,DELIVERED,Correo Argentino,TRK-OHJXTI8FIE
6592,,,136,2,2,2,CANCELLED,PICKUP,
6593,262,266,1396,1,,1186,DELIVERED,Correo Argentino,TRK-UIVRNK92BG
6594,,,555,2,1,1,CANCELLED,PICKUP,
6595,248,249,1178,2,1,1,SHIPPED,PICKUP,
6596,157,162,235,1,,1169,SHIPPED,Correo Argentino,TRK-CI4OQYTLBO
6597,367,372,539,1,,1746,DELIVERED,Correo Argentino,TRK-N4JNUEWYAV
6598,471,472,553,2,2,2,DELIVERED,PICKUP,
6599,343,344,376,2,4,4,SHIPPED,PICKUP,
6600,466,468,1377,1,,151,DELIVERED,Correo Argentino,TRK-JU63E4P4P9
6601,94,95,619,2,1,1,DELIVERED,PICKUP,
6602,90,92,47,1,,1483,DELIVERED,Correo Argentino,TRK-72AD8EKSQT
6603,39,40,666,2,2,2,DELIVERED,PICKUP,
6604,264,267,778,1,,938,DELIVERED,Correo Argentino,TRK-2I4RA2FK59
6605,265,268,1457,1,,552,DELIVERED,Correo Argentino,TRK-OOJWZDUZJ5
6606,158,164,932,1,,1798,DELIVERED,Correo Argentino,TRK-16DGTDLMN9
6607,266,268,478,1,,2298,SHIPPED,Correo Argentino,TRK-HFU7URU8UB
6608,613,617,1480,1,,1162,DELIVERED,Correo Argentino,TRK-987UTMEC48
6609,474,476,994,1,,2345,DELIVERED,Correo Argentino,TRK-1B6BOEO6B3
6610,319,320,165,2,1,1,DELIVERED,PICKUP,
6611,347,352,1126,1,,1207,DELIVERED,Correo Argentino,TRK-GEBE0AVJ5A
6612,189,191,445,1,,2411,DELIVERED,Correo Argentino,TRK-Q5VO356FQ6
6613,155,160,321,1,,2149,DELIVERED,Correo Argentino,TRK-C7U9K2EYYL
6614,573,579,975,1,,158,DELIVERED,Correo Argentino,TRK-7MZ8X4NYQ7
6615,202,203,916,2,4,4,SHIPPED,PICKUP,
6616,,,814,1,,387,CANCELLED,Correo Argentino,
6617,530,531,1227,2,3,3,DELIVERED,PICKUP,
6618,43,44,528,2,1,1,DELIVERED,PICKUP,
6619,349,350,809,2,1,1,DELIVERED,PICKUP,
6620,541,542,1105,2,1,1,DELIVERED,PICKUP,
6621,488,492,261,1,,1790,SHIPPED,Correo Argentino,TRK-FHHA2CWHRI
6622,138,139,751,2,2,2,SHIPPED,PICKUP,
6623,,,648,2,3,3,CANCELLED,PICKUP,
6624,588,589,118,2,3,3,SHIPPED,PICKUP,
6625,356,359,100,1,,1668,DELIVERED,Correo Argentino,TRK-254PTZZV8C
6626,591,596,780,1,,1274,SHIPPED,Correo Argentino,TRK-WDNPSE97FF
6627,14,15,91,2,4,4,DELIVERED,PICKUP,
6628,439,440,1355,2,1,1,DELIVERED,PICKUP,
6629,60,62,279,1,,3025,DELIVERED,Correo Argentino,TRK-AAFN2Y8KB2
6630,,,651,1,,2818,CANCELLED,Correo Argentino,
6631,74,78,1359,1,,2574,DELIVERED,Correo Argentino,TRK-14VXEVC66L
6632,190,193,589,1,,311,SHIPPED,Correo Argentino,TRK-5L4LLEUJ15
6633,620,621,1489,2,1,1,SHIPPED,PICKUP,
6634,258,259,776,2,1,1,DELIVERED,PICKUP,
6635,403,408,257,1,,2532,DELIVERED,Correo Argentino,TRK-EFCF5P8H0Y
6636,626,628,252,1,,1907,DELIVERED,Correo Argentino,TRK-RYRSJBYJXN
6637,429,432,1036,1,,1231,DELIVERED,Correo Argentino,TRK-9NQNW8XZDA
6638,370,374,456,1,,2541,DELIVERED,Correo Argentino,TRK-QYOTPGOCT7
6639,493,498,707,1,,1363,DELIVERED,Correo Argentino,TRK-L599S9QCK3
6640,,,548,1,,508,CANCELLED,Correo Argentino,
6641,360,363,575,1,,2727,DELIVERED,Correo Argentino,TRK-F5G334OP7H
6642,29,32,970,1,,337,DELIVERED,Correo Argentino,TRK-IBCS7IB36Q
6643,578,580,1310,1,,284,DELIVERED,Correo Argentino,TRK-7MH2089GJV
6644,579,581,135,1,,1323,DELIVERED,Correo Argentino,TRK-5U892IWRCU
6645,611,614,814,1,,2399,SHIPPED,Correo Argentino,TRK-ZAFUULI79X
6646,325,330,248,1,,1462,DELIVERED,Correo Argentino,TRK-OW8ERKF6Z3
6647,122,125,966,1,,419,DELIVERED,Correo Argentino,TRK-742PX4OROK
6648,255,257,380,1,,2087,DELIVERED,Correo Argentino,TRK-ZACCWGSG1L
6649,20,24,1144,1,,2826,SHIPPED,Correo Argentino,TRK-66G3C6JCLB
6650,577,578,487,2,3,3,DELIVERED,PICKUP,
6651,,,903,2,3,3,CANCELLED,PICKUP,
6652,602,605,1383,1,,1652,DELIVERED,Correo Argentino,TRK-T5HW1ODOJK
6653,489,491,1292,1,,822,DELIVERED,Correo Argentino,TRK-4317GHXTBI
6654,242,244,190,1,,1962,DELIVERED,Correo Argentino,TRK-L9ESAM98AM
6655,385,386,159,2,4,4,DELIVERED,PICKUP,
6656,,,1229,1,,16,CANCELLED,Correo Argentino,
6657,,,886,1,,2341,CANCELLED,Correo Argentino,
6658,348,349,271,2,2,2,DELIVERED,PICKUP,
6659,426,429,143,1,,474,DELIVERED,Correo Argentino,TRK-BH7M4IUB9Q
6660,568,569,1043,2,1,1,DELIVERED,PICKUP,
6661,577,578,432,2,3,3,DELIVERED,PICKUP,
6662,241,247,521,1,,1654,SHIPPED,Correo Argentino,TRK-H49KTUV7NU
6663,68,72,1159,1,,2255,DELIVERED,Correo Argentino,TRK-VMT3UZTVTA
6664,4,5,668,2,2,2,DELIVERED,PICKUP,
6665,401,408,789,1,,2688,READY,Correo Argentino,TRK-6ABZTIP6T1
6666,471,477,1315,1,,2068,DELIVERED,Correo Argentino,TRK-E5X2VO8OIR
6667,532,533,760,2,3,3,DELIVERED,PICKUP,
6668,,,419,2,4,4,CANCELLED,PICKUP,
6669,225,226,1231,2,1,1,DELIVERED,PICKUP,
6670,59,60,1222,2,3,3,DELIVERED,PICKUP,
6671,210,215,1480,1,,2573,SHIPPED,Correo Argentino,TRK-OT80XJCHXT
6672,,,1476,2,3,3,CANCELLED,PICKUP,
6673,484,487,873,1,,2581,SHIPPED,Correo Argentino,TRK-UXGVEGETGP
6674,229,230,201,2,3,3,DELIVERED,PICKUP,
6675,85,86,301,2,2,2,DELIVERED,PICKUP,
6676,109,110,1413,2,2,2,SHIPPED,PICKUP,
6677,76,77,881,2,1,1,DELIVERED,PICKUP,
6678,205,208,606,1,,2973,READY,Correo Argentino,TRK-Y6V9L8DHJU
6679,618,620,649,1,,3169,DELIVERED,Correo Argentino,TRK-9TQ6DS6ATW
6680,289,290,286,2,4,4,DELIVERED,PICKUP,
6681,640,645,318,1,,2032,DELIVERED,Correo Argentino,TRK-D5AIKPIPLB
6682,492,493,1143,2,1,1,DELIVERED,PICKUP,
6683,195,196,1228,2,2,2,SHIPPED,PICKUP,
6684,229,234,948,1,,2558,DELIVERED,Correo Argentino,TRK-B83HRJWCGS
6685,344,348,1078,1,,996,DELIVERED,Correo Argentino,TRK-6CNQ75YA0S
6686,307,308,400,2,2,2,SHIPPED,PICKUP,
6687,,,942,2,3,3,CANCELLED,PICKUP,
6688,578,580,518,1,,2484,SHIPPED,Correo Argentino,TRK-8XTNTJ2XRH
6689,143,144,815,2,4,4,DELIVERED,PICKUP,
6690,36,41,743,1,,2433,DELIVERED,Correo Argentino,TRK-426SYMI62F
6691,32,33,736,2,3,3,DELIVERED,PICKUP,
6692,196,197,445,2,4,4,DELIVERED,PICKUP,
6693,366,367,557,2,2,2,DELIVERED,PICKUP,
6694,600,604,141,1,,3104,DELIVERED,Correo Argentino,TRK-1GBFY9GSZ1
6695,457,458,174,2,1,1,DELIVERED,PICKUP,
6696,,,958,1,,2987,CANCELLED,Correo Argentino,
6697,489,491,990,1,,1791,DELIVERED,Correo Argentino,TRK-F3PPPFNROA
6698,202,205,1137,1,,584,DELIVERED,Correo Argentino,TRK-Y044S1LDE2
6699,270,275,402,1,,2841,SHIPPED,Correo Argentino,TRK-XE2FAZ0HX5
6700,,,1143,2,2,2,CANCELLED,PICKUP,
6701,136,137,547,2,4,4,DELIVERED,PICKUP,
6702,286,287,22,2,2,2,DELIVERED,PICKUP,
6703,193,195,1222,1,,1813,DELIVERED,Correo Argentino,TRK-ZJPLBHL1US
6704,37,41,340,1,,1385,DELIVERED,Correo Argentino,TRK-X4CBRX5H3H
6705,69,71,243,1,,2605,SHIPPED,Correo Argentino,TRK-WSGBLQ143W
6706,573,577,28,1,,1355,DELIVERED,Correo Argentino,TRK-MLNLSUYEP9
6707,337,338,158,2,4,4,DELIVERED,PICKUP,
6708,27,28,238,2,3,3,DELIVERED,PICKUP,
6709,,,1410,2,4,4,CANCELLED,PICKUP,
6710,483,486,343,1,,1470,DELIVERED,Correo Argentino,TRK-NTQ09TCGXV
6711,239,244,1252,1,,913,SHIPPED,Correo Argentino,TRK-DMT0TX5FNT
6712,175,180,1347,1,,1127,DELIVERED,Correo Argentino,TRK-0N53P1PFUP
6713,433,438,765,1,,1369,DELIVERED,Correo Argentino,TRK-EIVHPM1M2L
6714,573,577,841,1,,2873,DELIVERED,Correo Argentino,TRK-QDG4FVFG2S
6715,395,398,1487,1,,1199,DELIVERED,Correo Argentino,TRK-IX2N6AARHN
6716,441,445,837,1,,2469,SHIPPED,Correo Argentino,TRK-4HL8FE3YD9
6717,42,43,184,2,2,2,DELIVERED,PICKUP,
6718,286,287,1166,2,1,1,DELIVERED,PICKUP,
6719,289,295,997,1,,1535,DELIVERED,Correo Argentino,TRK-382MDIBV83
6720,390,395,1034,1,,364,DELIVERED,Correo Argentino,TRK-KIQB6LCZ61
6721,225,230,398,1,,2667,DELIVERED,Correo Argentino,TRK-XSSXOSCCX1
6722,39,40,162,2,1,1,DELIVERED,PICKUP,
6723,222,223,501,2,2,2,SHIPPED,PICKUP,
6724,465,468,794,1,,70,DELIVERED,Correo Argentino,TRK-J3I6Y7CKFU
6725,317,321,8,1,,2547,DELIVERED,Correo Argentino,TRK-4E84WEPK8E
6726,,,176,1,,995,CANCELLED,Correo Argentino,
6727,131,136,52,1,,1358,DELIVERED,Correo Argentino,TRK-8RIZFTC52H
6728,438,440,451,1,,1517,DELIVERED,Correo Argentino,TRK-STDFKMYG0E
6729,267,268,913,2,4,4,DELIVERED,PICKUP,
6730,218,222,1425,1,,1700,DELIVERED,Correo Argentino,TRK-G0T4YBSP4Y
6731,598,603,1163,1,,360,DELIVERED,Correo Argentino,TRK-UUBSPKV2L1
6732,59,63,1199,1,,2014,DELIVERED,Correo Argentino,TRK-R0ZK20BCUA
6733,80,82,1433,1,,1716,DELIVERED,Correo Argentino,TRK-S2YTOB88JV
6734,177,180,1321,1,,777,DELIVERED,Correo Argentino,TRK-I4FRVM27TH
6735,536,539,713,1,,595,DELIVERED,Correo Argentino,TRK-AK7P3MXLLM
6736,421,425,1331,1,,1766,DELIVERED,Correo Argentino,TRK-86ANKMM71Q
6737,181,182,979,2,4,4,DELIVERED,PICKUP,
6738,604,610,820,1,,2380,SHIPPED,Correo Argentino,TRK-MPNHUW85XP
6739,527,531,1267,1,,2065,DELIVERED,Correo Argentino,TRK-8SQSIOL8GB
6740,578,579,184,2,3,3,DELIVERED,PICKUP,
6741,395,401,486,1,,2787,DELIVERED,Correo Argentino,TRK-8BCK952DCI
6742,297,302,417,1,,1480,DELIVERED,Correo Argentino,TRK-4W1DUJXP8Z
6743,140,144,982,1,,537,SHIPPED,Correo Argentino,TRK-WW0Z2CYX3U
6744,,,1491,2,2,2,CANCELLED,PICKUP,
6745,34,41,45,1,,797,DELIVERED,Correo Argentino,TRK-6WZELI4QB9
6746,511,516,535,1,,2907,DELIVERED,Correo Argentino,TRK-HSAW4GHAQ5
6747,133,135,177,1,,2033,SHIPPED,Correo Argentino,TRK-4RKKV23ET3
6748,563,564,1229,2,4,4,DELIVERED,PICKUP,
6749,,,1317,1,,411,CANCELLED,Correo Argentino,
6750,,,737,1,,2283,CANCELLED,Correo Argentino,
6751,73,78,158,1,,727,DELIVERED,Correo Argentino,TRK-G8FUG9YTSY
6752,207,208,915,2,3,3,DELIVERED,PICKUP,
6753,398,403,281,1,,122,DELIVERED,Correo Argentino,TRK-2M6Q8H9SPC
6754,421,423,403,1,,3105,DELIVERED,Correo Argentino,TRK-WV9WIA1KDP
6755,563,568,955,1,,1970,DELIVERED,Correo Argentino,TRK-MLWJQ4CFPD
6756,167,172,991,1,,212,DELIVERED,Correo Argentino,TRK-8ASSA0D1WL
6757,619,620,1128,2,2,2,DELIVERED,PICKUP,
6758,98,99,1399,2,4,4,DELIVERED,PICKUP,
6759,392,393,1366,2,4,4,DELIVERED,PICKUP,
6760,206,208,654,1,,1244,DELIVERED,Correo Argentino,TRK-ZB01PFZYSU
6761,192,197,791,1,,931,DELIVERED,Correo Argentino,TRK-CYLRORFD81
6762,582,583,246,2,3,3,DELIVERED,PICKUP,
6763,342,343,997,2,2,2,DELIVERED,PICKUP,
6764,413,417,122,1,,3195,DELIVERED,Correo Argentino,TRK-0XD5880F5N
6765,467,468,522,2,4,4,SHIPPED,PICKUP,
6766,260,262,978,1,,2652,DELIVERED,Correo Argentino,TRK-NWTS9PT6VX
6767,539,543,1380,1,,2730,DELIVERED,Correo Argentino,TRK-4FYS4IT0QW
6768,435,436,731,2,1,1,DELIVERED,PICKUP,
6769,486,488,406,1,,1083,DELIVERED,Correo Argentino,TRK-AOOIN7AQP9
6770,26,27,254,2,1,1,DELIVERED,PICKUP,
6771,21,25,412,1,,2952,DELIVERED,Correo Argentino,TRK-SRQAA06IOU
6772,348,351,1233,1,,2237,DELIVERED,Correo Argentino,TRK-0R8QA9IR6Y
6773,55,56,335,2,2,2,READY,PICKUP,
6774,487,490,867,1,,2,DELIVERED,Correo Argentino,TRK-71XKQR999E
6775,349,353,155,1,,933,DELIVERED,Correo Argentino,TRK-J9NYPU4KT4
6776,282,283,168,2,2,2,DELIVERED,PICKUP,
6777,26,30,1405,1,,2411,DELIVERED,Correo Argentino,TRK-OS1A3RKP58
6778,329,334,1255,1,,646,DELIVERED,Correo Argentino,TRK-4U2K9PLTJS
6779,465,469,66,1,,193,DELIVERED,Correo Argentino,TRK-YJ2XEQLO3M
6780,,,228,2,2,2,CANCELLED,PICKUP,
6781,126,127,1191,2,2,2,SHIPPED,PICKUP,
6782,308,309,549,2,3,3,DELIVERED,PICKUP,
6783,462,466,384,1,,1854,DELIVERED,Correo Argentino,TRK-QHY5IYESY3
6784,193,194,565,2,1,1,SHIPPED,PICKUP,
6785,600,601,1398,2,3,3,SHIPPED,PICKUP,
6786,384,385,492,2,2,2,DELIVERED,PICKUP,
6787,348,349,1459,2,3,3,DELIVERED,PICKUP,
6788,102,103,972,2,4,4,DELIVERED,PICKUP,
6789,446,447,965,2,4,4,DELIVERED,PICKUP,
6790,391,392,1161,2,4,4,DELIVERED,PICKUP,
6791,,,1258,1,,3108,CANCELLED,Correo Argentino,
6792,176,181,322,1,,1965,SHIPPED,Correo Argentino,TRK-NST6VKTV0G
6793,501,502,1023,2,3,3,DELIVERED,PICKUP,
6794,284,285,653,2,1,1,DELIVERED,PICKUP,
6795,291,292,282,2,4,4,DELIVERED,PICKUP,
6796,548,552,1400,1,,253,DELIVERED,Correo Argentino,TRK-N6Q9BG8FYR
6797,492,493,727,2,4,4,DELIVERED,PICKUP,
6798,243,247,1238,1,,561,DELIVERED,Correo Argentino,TRK-MJ7Z2AE3O7
6799,399,401,769,1,,460,DELIVERED,Correo Argentino,TRK-VUU8UCLZ3B
6800,520,521,16,2,1,1,DELIVERED,PICKUP,
6801,477,482,1116,1,,1412,SHIPPED,Correo Argentino,TRK-D8SA9Q7V4G
6802,272,273,118,2,1,1,DELIVERED,PICKUP,
6803,620,623,339,1,,1590,DELIVERED,Correo Argentino,TRK-05M70LZEXE
6804,197,199,1296,1,,867,DELIVERED,Correo Argentino,TRK-VOR2XL5ZP2
6805,74,75,1477,2,2,2,SHIPPED,PICKUP,
6806,327,332,418,1,,785,DELIVERED,Correo Argentino,TRK-0RQR4VCGZ7
6807,119,120,682,2,2,2,DELIVERED,PICKUP,
6808,87,90,1076,1,,3171,DELIVERED,Correo Argentino,TRK-SQ7OZ46YL1
6809,586,590,222,1,,1013,DELIVERED,Correo Argentino,TRK-AI745KJDYG
6810,589,593,810,1,,21,DELIVERED,Correo Argentino,TRK-9MXKFT5X05
6811,613,617,1311,1,,986,DELIVERED,Correo Argentino,TRK-6PJ0UF2LC6
6812,630,632,767,1,,606,DELIVERED,Correo Argentino,TRK-TJD9V0TOHJ
6813,140,145,1094,1,,974,DELIVERED,Correo Argentino,TRK-3NSD85CSK5
6814,,,608,2,4,4,CANCELLED,PICKUP,
6815,44,45,193,2,1,1,DELIVERED,PICKUP,
6816,,,1313,1,,844,CANCELLED,Correo Argentino,
6817,569,570,1128,2,2,2,DELIVERED,PICKUP,
6818,463,464,161,2,4,4,DELIVERED,PICKUP,
6819,588,589,311,2,2,2,DELIVERED,PICKUP,
6820,566,568,768,1,,906,SHIPPED,Correo Argentino,TRK-5RDKU8WECM
6821,105,107,1363,1,,2698,SHIPPED,Correo Argentino,TRK-0CY9N7UVDK
6822,106,107,362,2,1,1,DELIVERED,PICKUP,
